1551437112669	Yahoo	purchase		Visitor - 433329	Page - 0	Simple,Eye Makeup-up Remover Pads
1551437112669	Twitter	page_view		Visitor - 82755	Page - 12	Crest,Pro-Health Clean Mint Toothpaste
1551437112669	Bing	page_view		Visitor - 490087	Page - 3	David's Tea,Chocolate Chili Chai Black Tea
1551437112669	Other	page_view		Visitor - 146554	Page - 8	Motorola,SURFboard eXtreme Cable Modem (Model SB6121)
1551437112669	Yahoo	page_view		Visitor - 889154	Page - 8	Farmland,Lower Sodium Bacon
1551437112669	Other	page_view		Visitor - 72783	Page - 7	Duracell,9V Procell Batteries
1551437112669	Direct	page_view		Visitor - 793043	Page - 3	Kirkland Signature,Bath Tissue
1551437112669	Google	page_view		Visitor - 887144	Page - 14	Siggi's,"Icelandic Style Skyr, Blueberry"
1551437112669	Yahoo	page_view		Visitor - 620569	Page - 10	Charmin,Ultra Soft
1551437112669	Twitter	page_view		Visitor - 698290	Page - 12	Tropicana,Orange Juice with Calcium & Vitamin D
1551437112669	Google	page_view		Visitor - 531176	Page - 8	Clean & Clear,Essentials Foaming Facial Cleanser Sensitive Skin
1551437112669	Facebook	page_view		Visitor - 200280	Page - 12	aussie,Instant Freeze Gel
1551437112669	Facebook	page_view		Visitor - 141557	Page - 8	Clif,Builder's 20g Protein Bar Chocolate Mint
1551437112669	Other	page_view		Visitor - 470203	Page - 13	Walgreens,Advanced Hand Sanitizer with Aloe
1551437112669	Twitter	page_view		Visitor - 434099	Page - 13	Coop,Tiefkühlbeutel mit Druckverschluss
1551437112669	Direct	page_view		Visitor - 759376	Page - 5	Fernet-Branca,Liqueur
1551437112669	Bing	page_view		Visitor - 597968	Page - 4	Green Giant,Cut Green Beans
1551437112669	Bing	page_view		Visitor - 512947	Page - 9	Trident,Spearmint Gum
1551437112669	Direct	page_view		Visitor - 46553	Page - 7	Sharpie,Fine Permanent Marker
1551437112669	Twitter	page_view		Visitor - 966716	Page - 8	Scrabble,Crossword Game
1551437112669	Google	page_view		Visitor - 666494	Page - 8	CVS Pharmacy,91% Isopropyl Alcohol
1551437112669	Yahoo	page_view		Visitor - 239034	Page - 9	Tovolo,King Cube Tray
1551437112669	Yahoo	page_view		Visitor - 318982	Page - 6	Purity Farms,Organic Ghee
1551437112669	Direct	page_view		Visitor - 681430	Page - 13	Nivea,Original Moisture Body Lotion
1551437112669	Yahoo	page_view		Visitor - 853873	Page - 9	Nivea,Sensitive Men's Shaving Gel
1551437112669	Bing	page_view		Visitor - 925758	Page - 13	Axe,Axe Anarchy for Her
1551437112669	Google	page_view		Visitor - 216323	Page - 4	O-Live And Company,Extra Virgin Olive Oil
1551437112669	Direct	page_view		Visitor - 229038	Page - 2	Ralphs,Plastic Wrap
1551437112669	Yahoo	page_view		Visitor - 540954	Page - 1	Avery,Heavy-Duty EZD Reference 3-Ring Binder
1551437112669	Other	page_view		Visitor - 706264	Page - 3	David's Tea,Chocolate Rocket Mate Tea
1551437112669	Other	page_view		Visitor - 809444	Page - 12	Orbit,Spearmint Sugarfree Gum
1551437112669	Facebook	page_view		Visitor - 245721	Page - 14	Green Giant,Cut Green Beans
1551437112669	Yahoo	page_view		Visitor - 56748	Page - 3	Stanley,9 Way Screwdriver
1551437112669	Yahoo	page_view		Visitor - 741440	Page - 0	RadioShack,PIR Sensor
1551437112669	Twitter	page_view		Visitor - 725723	Page - 13	Botanics,Hydrating Day Cream All Bright SPF 15
1551437112669	Facebook	page_view		Visitor - 301943	Page - 14	Charmin,Ultra Soft
1551437112669	Bing	page_view		Visitor - 879040	Page - 1	Gunnar,Vayper Onyx Advanced Gaming Eyewear
1551437112669	Yahoo	page_view		Visitor - 815023	Page - 1	Trader Joe's,Tomato Sauce
1551437112669	Twitter	page_view		Visitor - 855339	Page - 4	Knorr,Salsa Lista Pizza
1551437112669	Facebook	add_to_cart		Visitor - 146141	Page - 9	Penn,Extra Duty Felt Tennis Ball
1551437112669	Twitter	page_view		Visitor - 563793	Page - 6	Gatorade,Frost Riptide Rush
1551437112669	Other	page_view		Visitor - 311508	Page - 8	Ralphs,Nice 'n Elegant Spoons
1551437112669	Yahoo	page_view		Visitor - 988028	Page - 8	Simple,Eye Makeup-up Remover Pads
1551437112669	Google	page_view		Visitor - 949345	Page - 3	Simple,Cleansing Micellar Water
1551437112669	Facebook	page_view		Visitor - 44515	Page - 6	Pentel,Super Hi-Polymer Lead 0.7
1551437112669	Google	page_view		Visitor - 996142	Page - 14	Tovolo,King Cube Tray
1551437112669	Google	page_view		Visitor - 230344	Page - 12	Trident,"16ct White Gum, Peppermint"
1551437112669	Bing	page_view		Visitor - 903429	Page - 11	Orbit,Spearmint Sugarfree Gum
1551437112669	Direct	page_view		Visitor - 965189	Page - 2	David's Tea,Organic the Spice Is Right Green Tea
1551437112669	Facebook	page_view		Visitor - 315785	Page - 0	First Aid Beauty,Face Cleanser
1551437112669	Google	page_view		Visitor - 31152	Page - 12	So Delicious,Coconut Milk
1551437112669	Bing	page_view		Visitor - 220603	Page - 10	Kleenex,White Tissues
1551437112669	Google	page_view		Visitor - 614320	Page - 0	Kleenex,2-Ply White Tissues (208 × 213 mm/ 8.2 × 8.4 in)
1551437112669	Facebook	page_view		Visitor - 74325	Page - 12	Elmer's,Disappearing Purpl
